area_name,year,group_name,sub_group_name,cases_acquitted_or_discharged,cases_charge_sheets_were_not_laid_but_final_report_submitted,cases_chargesheeted,cases_compounded_or_withdrawn,cases_convicted,cases_declared_false_on_account_of_mistake_of_fact_or_of_law,cases_investigated_chargesheets_fr_submitted,cases_not_investigated_or_in_which_investigation_was_refused,cases_pending_investigation_at_year_end,cases_pending_investigation_from_previous_year,cases_pending_trial_at_year_end,cases_pending_trial_from_the_previous_year,cases_reported,cases_sent_for_trial,cases_trials_completed,cases_withdrawn_by_the_govt,cases_withdrawn_by_the_govt_during_investigation,total_cases_for_trial
Madhya Pradesh,2007,Rape,01. Rape,1950,44,2898,6,688,58,2942,0,204,194,7084,6830,3010,2898,2638,0,0,9728
Maharashtra,2007,Rape,01. Rape,754,47,1404,10,151,16,1451,1,470,487,10992,10503,1451,1404,905,0,0,11907
Manipur,2007,Rape,01. Rape,2,8,2,1,0,0,10,0,101,91,51,52,20,2,2,0,0,54
Meghalaya,2007,Rape,01. Rape,7,10,32,0,8,1,42,0,189,150,355,338,82,32,15,0,0,370
Mizoram,2007,Rape,01. Rape,7,2,78,0,28,0,80,0,13,10,93,50,83,78,35,0,0,128
Nagaland,2007,Rape,01. Rape,2,2,12,1,26,0,14,0,9,10,20,37,13,12,28,0,0,49
Odisha,2007,Rape,01. Rape,434,14,784,2,175,31,798,0,590,480,3280,3107,939,784,609,0,0,3891
Puducherry,2007,Rape,01. Rape,3,0,9,0,4,0,9,0,8,8,26,24,9,9,7,0,0,33
Punjab,2007,Rape,01. Rape,199,29,392,1,76,37,421,0,202,141,522,406,519,392,275,0,0,798
Rajasthan,2007,Rape,01. Rape,403,6,854,15,236,364,860,0,93,79,2003,1803,1238,854,639,0,0,2657
Sikkim,2007,Rape,01. Rape,3,0,19,1,0,0,19,0,17,12,44,29,24,19,3,0,0,48
Tamil Nadu,2007,Rape,01. Rape,311,9,434,6,87,22,443,1,345,288,1311,1281,523,434,398,0,0,1715
Tripura,2007,Rape,01. Rape,126,4,180,0,30,0,184,0,55,82,409,385,157,180,156,0,0,565
Uttar Pradesh,2007,Rape,01. Rape,542,112,1293,6,573,248,1405,0,98,103,4380,4208,1648,1293,1115,0,0,5501
Uttarakhand,2007,Rape,01. Rape,64,9,101,0,48,9,110,0,18,20,263,274,117,101,112,0,0,375
West Bengal,2007,Rape,01. Rape,737,97,1832,0,101,5,1929,0,1070,898,9023,8029,2106,1832,838,0,0,9861
Andaman & Nicobar Islands,2008,Rape,01. Rape,5,0,2,0,0,0,2,0,12,2,34,37,12,2,5,0,0,39
Andhra Pradesh,2008,Rape,01. Rape,712,24,1083,4,100,83,1107,0,617,551,2412,2145,1257,1083,812,0,1,3228
Arunachal Pradesh,2008,Rape,01. Rape,1,19,22,0,1,0,41,0,28,27,442,422,42,22,2,0,0,444
Assam,2008,Rape,01. Rape,494,231,988,20,94,95,1219,0,2089,1965,3767,3387,1438,988,588,0,0,4375
Bihar,2008,Rape,01. Rape,561,192,921,2,168,315,1113,0,1291,1417,3598,3408,1302,921,729,0,0,4329
Chandigarh,2008,Rape,01. Rape,12,1,19,0,5,2,20,0,7,9,59,57,20,19,17,0,0,76
Chhattisgarh,2008,Rape,01. Rape,680,9,922,68,206,9,931,11,134,107,3395,3427,978,922,886,0,0,4349
Dadra & Nagar Haveli,2008,Rape,01. Rape,5,0,7,0,0,0,7,0,5,6,11,9,6,7,5,0,0,16
Daman & Diu,2008,Rape,01. Rape,2,1,0,0,0,0,1,0,1,2,0,2,0,0,2,0,0,2
Delhi,2008,Rape,01. Rape,261,8,478,0,115,14,486,1,69,104,1304,1202,466,478,376,0,0,1680
Goa,2008,Rape,01. Rape,17,2,21,0,6,0,23,0,29,22,62,64,30,21,23,0,0,85
Gujarat,2008,Rape,01. Rape,165,28,328,5,48,10,356,2,54,48,2348,2238,374,328,213,0,0,2566
Haryana,2008,Rape,01. Rape,326,6,508,0,128,92,514,0,89,64,839,785,631,508,454,0,0,1293
Himachal Pradesh,2008,Rape,01. Rape,87,5,115,1,29,19,120,0,76,58,388,390,157,115,116,0,0,505
Jammu & Kashmir,2008,Rape,01. Rape,131,9,142,2,10,48,151,0,110,90,977,978,219,142,141,0,0,1120
Jharkhand,2008,Rape,01. Rape,494,87,768,42,136,47,855,0,745,856,1653,1557,791,768,630,0,0,2325
Karnataka,2008,Rape,01. Rape,291,17,412,4,45,32,429,7,123,146,1121,1049,446,412,336,0,1,1461
Kerala,2008,Rape,01. Rape,247,16,467,1,38,28,483,1,566,510,3149,2968,568,467,285,0,0,3435
Lakshadweep,2008,Rape,01. Rape,0,1,1,0,1,0,2,0,0,0,2,2,2,1,1,0,0,3
Madhya Pradesh,2008,Rape,01. Rape,1892,51,2791,12,839,52,2842,0,247,204,7132,7084,2937,2791,2731,0,0,9875
Maharashtra,2008,Rape,01. Rape,889,24,1449,13,160,23,1473,1,531,470,11379,10992,1558,1449,1049,0,0,12441
Manipur,2008,Rape,01. Rape,0,6,6,0,0,0,12,0,127,101,57,51,38,6,0,0,0,57
Meghalaya,2008,Rape,01. Rape,15,5,41,0,11,0,46,0,231,189,370,355,88,41,26,0,0,396
Mizoram,2008,Rape,01. Rape,7,0,69,0,85,0,69,0,21,13,70,93,77,69,92,0,0,162
Nagaland,2008,Rape,01. Rape,2,3,18,1,13,0,21,0,7,9,22,20,19,18,15,0,0,38
Odisha,2008,Rape,01. Rape,486,18,883,0,159,23,901,1,778,590,3518,3280,1113,883,645,0,0,4163
Puducherry,2008,Rape,01. Rape,2,0,6,0,0,0,6,0,10,8,30,26,8,6,2,0,0,32
Punjab,2008,Rape,01. Rape,290,44,442,2,149,55,486,0,178,202,523,522,517,442,439,0,0,964
Rajasthan,2008,Rape,01. Rape,431,12,857,14,232,460,869,0,119,93,2183,2003,1355,857,663,0,0,2860
Sikkim,2008,Rape,01. Rape,2,0,20,0,5,0,20,0,17,17,57,44,20,20,7,0,0,64
Tamil Nadu,2008,Rape,01. Rape,323,22,466,4,109,26,488,1,403,345,1341,1311,573,466,432,0,0,1777
Tripura,2008,Rape,01. Rape,61,10,185,2,23,1,195,0,63,55,508,409,204,185,84,0,0,594
Uttar Pradesh,2008,Rape,01. Rape,693,117,1405,4,681,339,1522,0,108,98,4407,4380,1871,1405,1374,0,0,5785
Uttarakhand,2008,Rape,01. Rape,68,7,79,0,39,6,86,0,13,18,235,263,87,79,107,0,0,342
West Bengal,2008,Rape,01. Rape,767,177,1693,2,138,6,1870,1,1456,1070,9809,9023,2263,1693,905,0,0,10716
Andaman & Nicobar Islands,2009,Rape,01. Rape,2,3,14,0,1,0,17,0,13,12,45,34,18,14,3,0,0,48
Andhra Pradesh,2009,Rape,01. Rape,849,26,965,4,118,84,991,0,730,617,2406,2412,1188,965,967,0,0,3377
Arunachal Pradesh,2009,Rape,01. Rape,2,12,46,0,3,0,58,0,29,28,483,442,59,46,5,0,0,488
Assam,2009,Rape,01. Rape,371,248,1004,47,128,119,1252,6,2343,2089,4225,3767,1631,1004,499,0,0,4771
Bihar,2009,Rape,01. Rape,560,170,763,2,178,169,933,0,1118,1291,3621,3598,929,763,738,0,0,4361
Chandigarh,2009,Rape,01. Rape,12,1,17,0,16,1,18,0,17,7,48,59,29,17,28,0,0,76
Chhattisgarh,2009,Rape,01. Rape,612,10,982,1,219,23,992,0,95,134,3545,3395,976,982,831,0,0,4377
Dadra & Nagar Haveli,2009,Rape,01. Rape,1,0,4,0,1,0,4,0,5,5,13,11,4,4,2,0,0,15
Daman & Diu,2009,Rape,01. Rape,0,1,1,0,0,0,2,0,0,1,1,0,1,1,0,0,0,1
Delhi,2009,Rape,01. Rape,198,22,440,0,178,8,462,2,65,69,1368,1304,469,440,376,0,1,1744
Goa,2009,Rape,01. Rape,18,4,24,0,7,0,28,0,48,29,61,62,47,24,25,0,0,86
Gujarat,2009,Rape,01. Rape,150,21,377,2,33,5,398,2,82,54,2540,2348,433,377,183,0,0,2725
Haryana,2009,Rape,01. Rape,350,8,525,0,125,70,533,0,89,89,889,839,603,525,475,0,0,1364
Himachal Pradesh,2009,Rape,01. Rape,89,2,176,0,29,25,178,0,56,76,446,388,183,176,118,0,0,564
Jammu & Kashmir,2009,Rape,01. Rape,194,7,196,6,12,52,203,0,84,102,961,977,237,196,206,0,0,1173
Jharkhand,2009,Rape,01. Rape,428,49,687,23,294,46,736,0,682,745,1595,1653,719,687,722,0,0,2340
Karnataka,2009,Rape,01. Rape,309,37,401,10,33,15,438,7,172,123,1170,1121,509,401,342,0,0,1522
Kerala,2009,Rape,01. Rape,283,18,615,1,53,19,633,0,482,566,3427,3149,568,615,336,0,0,3764
Lakshadweep,2009,Rape,01. Rape,0,1,0,0,0,0,1,0,0,0,2,2,1,0,0,0,0,2
Madhya Pradesh,2009,Rape,01. Rape,1716,34,2951,8,562,37,2985,0,223,247,7797,7132,2998,2951,2278,0,0,10083
Maharashtra,2009,Rape,01. Rape,771,41,1433,4,182,25,1474,0,515,531,11855,11379,1483,1433,953,0,0,12812
Manipur,2009,Rape,01. Rape,0,7,5,0,0,0,12,0,146,127,62,57,31,5,0,0,0,62
Meghalaya,2009,Rape,01. Rape,16,27,67,0,7,0,94,0,249,231,414,370,112,67,23,0,0,437
Mizoram,2009,Rape,01. Rape,8,3,86,0,58,0,89,0,15,21,90,70,83,86,66,0,0,156
Nagaland,2009,Rape,01. Rape,1,2,25,0,10,0,27,0,2,7,36,22,22,25,11,0,0,47
Odisha,2009,Rape,01. Rape,527,8,834,0,146,28,842,1,930,778,3679,3518,1023,834,673,0,0,4352
Puducherry,2009,Rape,01. Rape,2,0,8,0,4,1,8,0,2,10,32,30,1,8,6,0,0,38
Punjab,2009,Rape,01. Rape,307,52,440,0,158,49,492,0,148,178,498,523,511,440,465,0,0,963
Rajasthan,2009,Rape,01. Rape,385,13,967,14,221,518,980,0,140,119,2530,2183,1519,967,606,0,0,3150
Sikkim,2009,Rape,01. Rape,12,0,19,1,5,0,19,0,16,17,58,57,18,19,17,0,0,76
Tamil Nadu,2009,Rape,01. Rape,315,20,515,7,91,25,535,0,439,403,1443,1341,596,515,406,0,0,1856
Tripura,2009,Rape,01. Rape,72,10,169,2,24,0,179,0,74,63,579,508,190,169,96,0,0,677
Uttar Pradesh,2009,Rape,01. Rape,730,116,1312,0,623,341,1428,0,98,108,4366,4407,1759,1312,1353,0,0,5719
Uttarakhand,2009,Rape,01. Rape,45,7,98,0,49,15,105,0,4,13,239,235,111,98,94,0,0,333
West Bengal,2009,Rape,01. Rape,731,108,1572,2,130,4,1680,0,2108,1456,10518,9809,2336,1572,861,0,0,11381
Andaman & Nicobar Islands,2010,Rape,01. Rape,0,0,20,0,0,0,20,0,17,13,65,45,24,20,0,0,0,65
Andhra Pradesh,2010,Rape,01. Rape,890,22,1210,6,141,89,1232,3,768,730,2579,2406,1362,1210,1031,0,0,3616
Arunachal Pradesh,2010,Rape,01. Rape,2,6,34,2,4,0,40,0,36,29,509,483,47,34,6,0,0,517
Assam,2010,Rape,01. Rape,431,282,1110,44,95,115,1392,32,2525,2343,4765,4225,1721,1110,526,0,0,5335
Bihar,2010,Rape,01. Rape,646,154,533,0,227,100,687,0,1126,1118,3281,3621,795,533,873,0,0,4154
Chandigarh,2010,Rape,01. Rape,17,1,29,0,14,6,30,0,12,17,46,48,31,29,31,0,0,77
Chhattisgarh,2010,Rape,01. Rape,621,18,942,2,204,16,960,0,131,95,3660,3545,1012,942,825,0,0,4487
Dadra & Nagar Haveli,2010,Rape,01. Rape,2,0,4,0,2,0,4,0,4,5,13,13,3,4,4,0,0,17
Daman & Diu,2010,Rape,01. Rape,0,0,1,0,0,0,1,0,0,0,2,1,1,1,0,0,0,2
Delhi,2010,Rape,01. Rape,266,30,449,0,141,13,479,1,78,65,1410,1368,507,449,407,0,1,1817
Goa,2010,Rape,01. Rape,22,2,44,0,5,2,46,0,36,48,78,61,36,44,27,0,0,105
Gujarat,2010,Rape,01. Rape,154,25,391,2,33,3,416,1,70,82,2742,2540,408,391,187,0,0,2931
Haryana,2010,Rape,01. Rape,343,15,590,0,113,99,605,0,105,89,1023,889,720,590,456,0,0,1479
Himachal Pradesh,2010,Rape,01. Rape,89,3,139,1,21,25,142,0,49,56,474,446,160,139,110,0,0,585
Jammu & Kashmir,2010,Rape,01. Rape,140,1,177,1,3,55,178,0,96,84,994,961,245,177,143,0,0,1138
Jharkhand,2010,Rape,01. Rape,425,69,705,17,171,60,774,0,621,682,1687,1595,773,705,596,0,0,2300
Karnataka,2010,Rape,01. Rape,296,28,512,1,54,16,540,3,199,172,1331,1170,586,512,350,0,0,1682
Kerala,2010,Rape,01. Rape,211,18,644,0,45,18,662,1,435,482,3815,3427,634,644,256,0,0,4071
Lakshadweep,2010,Rape,01. Rape,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2
Madhya Pradesh,2010,Rape,01. Rape,1974,36,3089,27,777,34,3125,0,199,223,8108,7797,3135,3089,2751,0,0,10886
Maharashtra,2010,Rape,01. Rape,902,29,1458,11,146,20,1487,1,606,515,12254,11855,1599,1458,1048,0,0,13313
Manipur,2010,Rape,01. Rape,2,11,4,0,1,0,15,0,165,146,63,62,34,4,3,0,0,66
Meghalaya,2010,Rape,01. Rape,5,11,80,2,4,1,91,0,306,249,483,414,149,80,9,0,0,494
Mizoram,2010,Rape,01. Rape,3,0,94,0,84,0,94,0,13,15,97,90,92,94,87,0,0,184
Nagaland,2010,Rape,01. Rape,5,1,13,0,14,0,14,0,4,2,30,36,16,13,19,0,0,49
Odisha,2010,Rape,01. Rape,534,19,1126,0,132,63,1145,1,746,930,4139,3679,1025,1126,666,0,0,4805
Puducherry,2010,Rape,01. Rape,0,0,2,0,1,0,2,0,3,2,33,32,3,2,1,0,0,34
Punjab,2010,Rape,01. Rape,324,31,438,0,166,62,469,0,208,193,457,509,546,438,490,0,0,947
Rajasthan,2010,Rape,01. Rape,454,11,972,16,202,550,983,0,178,140,2830,2530,1571,972,656,0,0,3502
Sikkim,2010,Rape,01. Rape,1,0,31,0,2,0,31,0,3,16,86,58,18,31,3,0,0,89
Tamil Nadu,2010,Rape,01. Rape,327,38,487,1,105,35,525,0,565,439,1497,1443,686,487,432,0,0,1930
Tripura,2010,Rape,01. Rape,84,8,185,1,28,2,193,0,117,74,651,579,238,185,112,0,0,764
Uttar Pradesh,2010,Rape,01. Rape,687,108,1171,0,705,272,1279,0,110,98,4145,4366,1563,1171,1392,0,0,5537
Uttarakhand,2010,Rape,01. Rape,53,5,104,0,58,11,109,0,5,4,232,239,121,104,111,0,0,343
West Bengal,2010,Rape,01. Rape,565,94,1866,15,90,14,1960,1,2444,2108,11714,10518,2311,1866,655,0,0,12384
Andaman & Nicobar Islands,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,2,1,3,0,0,0,4,0,0,2,16,15,2,3,2,0,0,18
Andhra Pradesh,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,233,23,454,28,30,206,477,45,322,285,1128,965,765,454,263,0,0,1419
Arunachal Pradesh,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,5,9,34,0,4,0,43,0,19,7,233,208,55,34,9,0,0,242
Assam,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,307,361,437,29,64,115,798,2,2036,1881,1662,1625,1070,437,371,0,0,2062
Bihar,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,221,98,398,3,76,69,496,0,584,631,2920,2822,518,398,297,0,0,3220
Chandigarh,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,11,4,19,0,1,25,23,0,12,10,58,51,50,19,12,0,0,70
Chhattisgarh,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,51,15,160,2,17,2,175,3,34,43,917,827,171,160,68,0,0,987
Dadra & Nagar Haveli,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,3,2,0,0,0,5,0,3,6,7,5,2,2,0,0,0,7
Daman & Diu,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,2,2,0,0,0,0,2,0,1,0,2,4,3,0,2,0,0,4
Delhi,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,757,513,324,0,433,188,837,0,901,962,175,1041,964,324,1190,0,0,1365
Goa,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,17,5,1,0,5,0,6,0,5,5,20,41,6,1,22,0,0,42
Gujarat,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,251,145,628,18,25,117,773,4,123,160,4410,4076,857,628,276,0,0,4704
Haryana,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,138,20,172,0,36,91,192,0,67,53,707,709,297,172,174,0,0,881
Himachal Pradesh,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,30,7,35,0,3,68,42,0,32,37,168,166,105,35,33,0,0,201
Jammu & Kashmir,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,223,33,364,18,0,148,397,0,247,288,2121,1998,504,364,223,0,0,2362
Jharkhand,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,82,54,205,0,33,32,259,0,70,82,1019,929,279,205,115,0,0,1134
Karnataka,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,158,44,167,4,8,77,211,2,84,103,690,693,271,167,166,0,0,860
Kerala,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,50,11,61,2,3,21,72,9,52,57,365,359,97,61,53,0,0,420
Lakshadweep,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,119,155,471,115,74,24,626,0,135,130,2767,2631,668,471,193,27,13,3075
Maharashtra,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,376,104,496,38,32,96,600,1,153,239,4912,4862,611,496,408,0,0,5358
Manipur,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,2,92,1,0,0,0,93,0,54,85,29,30,62,1,2,0,0,31
Meghalaya,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,3,5,6,0,0,0,11,0,15,15,78,75,11,6,3,0,0,81
Mizoram,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,0,1,0,3,0,1,0,0,0,1,3,1,1,3,0,0,4
Nagaland,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,0,2,0,1,0,2,0,17,13,31,30,6,2,1,0,0,32
Odisha,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,260,29,349,0,41,55,378,0,229,228,1323,1275,434,349,301,0,0,1624
Puducherry,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,0,1,0,1,1,1,1,1,1,9,9,3,1,1,0,0,10
Punjab,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,78,70,133,2,19,103,203,1,242,225,459,425,324,133,97,0,0,558
Rajasthan,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,510,244,630,27,187,1387,874,0,87,183,4232,4326,2165,630,697,0,0,4956
Sikkim,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
Tamil Nadu,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,190,82,340,23,60,204,422,58,352,440,979,912,607,340,250,0,11,1252
Tripura,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,12,4,13,0,2,0,17,0,32,14,23,24,35,13,14,0,0,37
Uttar Pradesh,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,710,694,1863,63,789,273,2557,0,559,510,6707,6406,2879,1863,1499,0,0,8269
Uttarakhand,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,44,31,82,5,38,12,113,0,18,17,284,289,126,82,82,0,0,371
West Bengal,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,209,227,889,12,18,167,1116,1,1473,2062,4296,3646,695,889,227,0,0,4535
Andaman & Nicobar Islands,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,2,0,1,0,0,0,1,0,0,0,15,16,1,1,2,0,0,17
Andhra Pradesh,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,375,53,438,22,28,349,491,1,335,322,1141,1128,854,438,403,0,0,1566
Arunachal Pradesh,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,25,23,0,0,0,48,0,9,19,256,233,38,23,0,0,0,256
Assam,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,236,329,557,31,65,108,886,2,2316,2036,1887,1662,1276,557,301,0,0,2219
Bihar,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,242,138,447,0,81,113,585,0,630,584,3044,2920,744,447,323,0,0,3367
Chandigarh,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,12,6,24,0,4,20,30,0,9,12,66,58,47,24,16,0,0,82
Chhattisgarh,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,137,20,138,51,39,3,158,1,27,35,821,910,154,138,176,0,0,1048
Dadra & Nagar Haveli,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,1,2,5,0,0,1,7,0,1,4,11,7,5,5,1,0,0,12
Daman & Diu,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,2,2,0,0,0,0,2,0,1,1,0,2,2,0,2,0,0,2
Delhi,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,51,300,302,0,25,155,602,36,985,901,401,175,893,302,76,0,16,477
Goa,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,5,3,3,0,0,0,6,0,4,5,18,20,5,3,5,0,0,23
Gujarat,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,246,133,554,10,38,116,687,1,126,123,4670,4410,807,554,284,0,0,4964
Haryana,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,185,30,204,1,53,84,234,0,39,67,672,707,290,204,238,0,0,911
Himachal Pradesh,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,26,6,56,0,9,57,62,0,29,32,189,168,116,56,35,0,0,224
Jammu & Kashmir,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,257,20,388,14,3,122,408,0,313,247,2235,2121,596,388,260,0,0,2509
Jharkhand,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,115,23,108,3,26,29,131,0,81,63,778,814,178,108,141,0,0,922
Karnataka,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,117,49,156,3,5,68,205,6,105,84,721,690,300,156,122,0,0,846
Kerala,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,60,8,57,3,6,25,65,5,48,52,353,365,91,57,66,0,0,422
Lakshadweep,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,353,78,532,18,96,31,610,0,133,135,2832,2767,639,532,449,0,0,3299
Maharashtra,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,533,74,471,27,29,96,545,0,162,153,4794,4912,650,471,562,0,0,5383
Manipur,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,61,1,0,1,0,62,1,73,54,29,29,82,1,1,0,0,30
Meghalaya,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,3,0,8,1,0,0,8,0,17,15,82,78,10,8,3,0,0,86
Mizoram,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,0,1,0,1,0,1,0,1,0,2,2,2,1,1,0,0,3
Nagaland,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,0,2,0,0,0,2,0,18,17,33,31,4,2,0,0,1,33
Odisha,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,276,33,306,0,39,85,339,0,237,229,1314,1323,432,306,315,0,0,1629
Puducherry,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,4,0,3,0,1,1,3,1,2,1,7,9,6,3,5,0,0,12
Punjab,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,74,57,149,4,36,100,206,5,285,242,494,459,354,149,110,0,0,608
Rajasthan,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,607,207,545,39,190,1212,752,0,142,87,3941,4232,2019,545,797,0,0,4777
Sikkim,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,2,1,2,0,0,0,3,0,1,2,0,0,2,2,2,0,0,2
Tamil Nadu,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,363,80,357,20,66,300,437,39,283,352,887,979,714,357,429,0,7,1336
Tripura,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,10,10,29,0,1,0,39,0,41,32,41,23,48,29,11,0,0,52
Uttar Pradesh,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,868,588,1764,34,825,281,2352,0,224,559,6744,6707,2298,1764,1693,0,0,8471
Uttarakhand,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,31,38,94,0,52,15,132,0,26,18,295,284,155,94,83,0,0,378
West Bengal,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,370,173,1073,10,71,29,1246,1,891,1473,4918,4296,694,1073,441,0,0,5369
Andaman & Nicobar Islands,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,0,0,0,0,0,0,0,2,0,15,15,2,0,0,0,0,15
Andhra Pradesh,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,243,46,543,10,31,298,589,13,366,335,1400,1141,931,543,274,0,0,1684
Arunachal Pradesh,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,19,23,0,1,0,42,0,18,9,278,256,51,23,1,0,0,279
Assam,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,321,454,689,63,102,284,1143,4,2236,2316,2090,1887,1351,689,423,0,0,2576
